"","Name","Date","state","locality","site","strata","Latitude","Longitude","yr","Image ID","BRY","CNCA","CNTR","CRB","MOB","MOG","SP","WPOT","SC","Unc","MAA","MAEC","MAEF","MAEN","MAF","MAG","MALA","MALCB","MAS"
"AMP80603","AMP80603.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185755,-67.615005,2023,3990440,0,0,0,3,0,1,0,0,42,0,0,0,0,54,0,0,0,0,0
"AMP80604","AMP80604.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18575667,-67.615005,2023,3990439,0,0,0,7,2,1,0,0,80,0,0,0,0,10,0,0,0,0,0
"AMP80605","AMP80605.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18579333,-67.61499333,2023,3990438,0,0,0,8,1,2,0,0,57,0,0,0,0,32,0,0,0,0,0
"AMP80607","AMP80607.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18579333,-67.61499333,2023,3990437,0,0,0,7,2,1,0,0,46,0,0,0,0,44,0,0,0,0,0
"AMP80608","AMP80608.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185795,-67.61499167,2023,3990436,0,0,0,3,0,1,0,0,58,0,0,0,0,38,0,0,0,0,0
"AMP80609","AMP80609.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18580333,-67.61498333,2023,3990435,0,0,0,2,0,6,0,0,91,0,0,0,0,1,0,0,0,0,0
"AMP80610","AMP80610.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18578,-67.61497333,2023,3990434,0,0,0,5,6,18,0,0,69,0,0,0,0,2,0,0,0,0,0
"AMP80611","AMP80611.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18578333,-67.61496833,2023,3990433,0,0,0,3,0,45,0,0,52,0,0,0,0,0,0,0,0,0,0
"AMP80612","AMP80612.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18577167,-67.61495833,2023,3990432,0,0,0,1,12,7,0,0,77,0,0,0,0,3,0,0,0,0,0
"AMP80613","AMP80613.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18578,-67.614955,2023,3990431,0,0,0,5,6,5,0,0,76,0,0,0,0,8,0,0,0,0,0
"AMP80614","AMP80614.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18577667,-67.614985,2023,3990430,0,0,0,3,2,9,0,0,63,0,0,0,0,23,0,0,0,0,0
"AMP80615","AMP80615.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185775,-67.61495167,2023,3990429,0,0,0,3,38,0,0,0,47,0,0,0,0,12,0,0,0,0,0
"AMP80616","AMP80616.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18579,-67.61494333,2023,3990428,0,0,0,3,26,10,0,0,60,0,0,0,0,1,0,0,0,0,0
"AMP80617","AMP80617.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18577833,-67.61495167,2023,3990427,0,0,0,5,1,43,0,0,51,0,0,0,0,0,0,0,0,0,0
"AMP80618","AMP80618.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18578,-67.61495,2023,3990426,0,0,0,30,14,4,0,0,51,0,0,0,0,1,0,0,0,0,0
"AMP80619","AMP80619.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18578333,-67.61496,2023,3990425,0,0,0,5,17,11,0,0,63,0,0,0,0,4,0,0,0,0,0
"AMP80620","AMP80620.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18578333,-67.61495833,2023,3990424,0,0,0,0,97,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"AMP80621","AMP80621.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185785,-67.61495833,2023,3990423,0,0,0,0,96,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"AMP80622","AMP80622.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18577667,-67.61495333,2023,3990422,0,0,0,6,12,9,0,0,73,0,0,0,0,0,0,0,0,0,0
"AMP80623","AMP80623.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185795,-67.61495333,2023,3990421,0,0,0,15,2,4,0,0,79,0,0,0,0,0,0,0,0,0,0
"AMP80624","AMP80624.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18580167,-67.61494833,2023,3990420,0,0,0,8,0,2,0,0,65,0,0,0,0,25,0,0,0,0,0
"AMP80625","AMP80625.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185805,-67.61495167,2023,3990419,0,0,0,16,0,3,0,0,63,0,0,0,0,18,0,0,0,0,0
"AMP80626","AMP80626.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18580667,-67.61495167,2023,3990418,0,0,0,16,0,1,0,0,32,0,0,0,0,51,0,0,0,0,0
"AMP80627","AMP80627.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18580667,-67.61495,2023,3990417,0,0,0,21,0,4,0,0,40,0,0,0,0,35,0,0,0,0,0
"AMP80628","AMP80628.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18580667,-67.61493,2023,3990416,0,0,0,76,2,4,0,0,10,0,0,0,0,8,0,0,0,0,0
"AMP80629","AMP80629.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18580667,-67.61493,2023,3990414,0,0,0,36,39,3,0,0,18,0,1,0,0,3,0,0,0,0,0
"AMP80630","AMP80630.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18581,-67.61493,2023,3990415,0,0,0,77,2,2,0,0,14,0,0,0,0,5,0,0,0,0,0
"AMP80632","AMP80632.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.1858,-67.61495667,2023,3990413,0,0,0,3,84,1,0,0,10,0,0,0,0,1,0,0,0,0,1
"AMP80633","AMP80633.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.1858,-67.61495667,2023,3990412,0,0,0,2,19,8,0,0,57,0,0,0,0,14,0,0,0,0,0
"AMP80634","AMP80634.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185805,-67.61495667,2023,3990411,0,0,0,0,76,13,0,0,7,0,0,0,0,0,0,0,0,0,4
"AMP80635","AMP80635.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185805,-67.61495667,2023,3990410,0,0,0,40,0,23,0,0,34,0,0,0,0,0,0,0,0,0,3
"AMP80636","AMP80636.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18582167,-67.61494333,2023,3990409,0,0,0,57,1,7,0,0,33,0,0,0,0,1,0,0,0,0,1
"AMP80637","AMP80637.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.185825,-67.61496167,2023,3990408,0,0,0,28,2,3,0,0,63,0,0,0,0,4,0,0,0,0,0
"AMP80640","AMP80640.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18583667,-67.61497667,2023,3990407,0,0,0,3,23,3,0,0,47,0,0,0,0,9,0,0,0,0,15
"AMP80641","AMP80641.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18583,-67.61497667,2023,3990406,0,0,0,7,58,2,0,0,28,0,0,0,0,0,0,0,0,0,5
"AMP80642","AMP80642.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18583167,-67.614975,2023,3990405,0,0,0,46,2,3,0,0,43,0,0,0,0,6,0,0,0,0,0
"AMP80643","AMP80643.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.186075,-67.61493,2023,3990404,0,0,0,25,26,4,0,0,42,0,0,0,0,3,0,0,0,0,0
"AMP80645","AMP80645.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18609833,-67.61491833,2023,3990403,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80646","AMP80646.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18619667,-67.61493,2023,3990402,0,0,0,32,22,15,0,0,30,0,0,0,0,1,0,0,0,0,0
"AMP80647","AMP80647.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18623167,-67.61496,2023,3990401,0,0,0,6,45,12,0,0,35,0,0,0,0,2,0,0,0,0,0
"AMP80648","AMP80648.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18625667,-67.61496833,2023,3990400,0,0,0,21,0,3,0,0,76,0,0,0,0,0,0,0,0,0,0
"AMP80649","AMP80649.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18625667,-67.61496667,2023,3990398,0,0,0,8,33,3,0,0,49,0,0,0,0,3,0,0,0,0,4
"AMP80650","AMP80650.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18625,-67.61495167,2023,3990399,0,0,0,52,4,2,0,0,41,0,0,0,0,1,0,0,0,0,0
"AMP80651","AMP80651.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18620667,-67.61493333,2023,3990397,0,0,0,93,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"AMP80652","AMP80652.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","HIGHTIDE",-49.18620833,-67.61493167,2023,3990395,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"AMP80654","AMP80654.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18590333,-67.61444667,2023,3990396,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80655","AMP80655.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18598167,-67.61268833,2023,3990394,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80656","AMP80656.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18598,-67.61268,2023,3990393,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80657","AMP80657.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18597833,-67.61261833,2023,3990392,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80658","AMP80658.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18598667,-67.61258833,2023,3990391,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80659","AMP80659.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18612833,-67.61256,2023,3990389,0,0,0,9,88,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"AMP80660","AMP80660.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18613,-67.61255833,2023,3990385,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80661","AMP80661.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18613,-67.61255833,2023,3990381,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80662","AMP80662.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18610667,-67.61238333,2023,3990377,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80663","AMP80663.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18610833,-67.61237167,2023,3990373,0,0,0,1,77,0,0,0,0,0,17,0,0,0,5,0,0,0,0
"AMP80664","AMP80664.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18612167,-67.61236,2023,3990370,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80665","AMP80665.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18612167,-67.61235667,2023,3990366,0,0,0,10,42,0,0,0,47,0,0,0,0,1,0,0,0,0,0
"AMP80666","AMP80666.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18612833,-67.61233167,2023,3990363,0,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80667","AMP80667.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18614,-67.61227167,2023,3990360,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80668","AMP80668.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18614833,-67.61226333,2023,3990362,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80669","AMP80669.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18615167,-67.612255,2023,3990357,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80670","AMP80670.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18615167,-67.612255,2023,3990354,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80672","AMP80672.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18614167,-67.61223167,2023,3990352,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80673","AMP80673.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18614833,-67.61221667,2023,3990351,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80674","AMP80674.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18615,-67.612195,2023,3990350,0,0,0,25,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AMP80675","AMP80675.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18615,-67.61219167,2023,3990348,0,0,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMP80676","AMP80676.jpg",2023-09-28,"SANTA CRUZ","MAKENKE","FARO CABO CURIOSO","MIDTIDE",-49.18615,-67.61219,2023,3990349,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
